TF	Targets	Key
NFKB1	WT1	NFKB1_WT1
NFKB1	XIAP	NFKB1_XIAP
NFKB1	YY1	NFKB1_YY1
NFKB2	CCL21	NFKB2_CCL21
NFKB2	CCND2	NFKB2_CCND2
NFKB2	CDK6	NFKB2_CDK6
NFKB2	HIF1A	NFKB2_HIF1A
NFKB2	SELP	NFKB2_SELP
NFKB2	SND1	NFKB2_SND1
NFKBIA	CCL5	NFKBIA_CCL5
NFKBIA	CD40	NFKBIA_CD40
NFKBIA	CD58	NFKBIA_CD58
NFKBIA	CXCL8	NFKBIA_CXCL8
NFKBIA	EBI3	NFKBIA_EBI3
NFKBIA	FAS	NFKBIA_FAS
NFKBIA	ICAM1	NFKBIA_ICAM1
NFKBIA	IFNB1	NFKBIA_IFNB1
NFKBIA	IL1B	NFKBIA_IL1B
NFKBIA	MMP1	NFKBIA_MMP1
NFKBIA	MMP3	NFKBIA_MMP3
NFKBIA	MMP9	NFKBIA_MMP9
NFKBIA	NFKB1	NFKBIA_NFKB1
NFKBIA	NOS2	NFKBIA_NOS2
NFKBIA	PON2	NFKBIA_PON2
NFKBIA	RELA	NFKBIA_RELA
NFKBIA	S100A6	NFKBIA_S100A6
NFKBIA	TNFSF10	NFKBIA_TNFSF10
NFKBIA	TRAF1	NFKBIA_TRAF1
NFKBIB	IFNB1	NFKBIB_IFNB1
NFKBIZ	DEFB4A	NFKBIZ_DEFB4A
NFRKB	JUN	NFRKB_JUN
NFYA	ABCB1	NFYA_ABCB1
NFYA	CBS	NFYA_CBS
NFYA	CCND2	NFYA_CCND2
NFYA	CDKN1B	NFYA_CDKN1B
NFYA	CYP2A6	NFYA_CYP2A6
NFYA	DDIT3	NFYA_DDIT3
NFYA	FAS	NFYA_FAS
NFYA	FXR2	NFYA_FXR2
NFYA	GADD45A	NFYA_GADD45A
NFYA	GFI1B	NFYA_GFI1B
NFYA	HBB	NFYA_HBB
NFYA	HOXB4	NFYA_HOXB4
NFYA	HOXB7	NFYA_HOXB7
NFYA	HSPA5	NFYA_HSPA5
NFYA	LPIN1	NFYA_LPIN1
NFYA	OGG1	NFYA_OGG1
NFYA	SOX18	NFYA_SOX18
NFYA	SOX3	NFYA_SOX3
NFYA	SP3	NFYA_SP3
NFYA	STK11	NFYA_STK11
NFYB	ABCB1	NFYB_ABCB1
NFYB	CCND2	NFYB_CCND2
NFYB	CDKN1B	NFYB_CDKN1B
NFYB	FAS	NFYB_FAS
NFYB	FOS	NFYB_FOS
NFYB	FXR2	NFYB_FXR2
NFYB	GFI1B	NFYB_GFI1B
NFYB	HBB	NFYB_HBB
NFYB	HOXB7	NFYB_HOXB7
NFYB	LPIN1	NFYB_LPIN1
NFYB	SOX18	NFYB_SOX18
NFYB	SOX3	NFYB_SOX3
NFYB	STK11	NFYB_STK11
NFYB	TPH1	NFYB_TPH1
NFYC	ABCB1	NFYC_ABCB1
NFYC	CCND2	NFYC_CCND2
NFYC	CDKN1B	NFYC_CDKN1B
NFYC	FAS	NFYC_FAS
NFYC	FDPS	NFYC_FDPS
NFYC	FOS	NFYC_FOS
NFYC	FXR2	NFYC_FXR2
NFYC	GFI1B	NFYC_GFI1B
NFYC	HBB	NFYC_HBB
NFYC	HOXB7	NFYC_HOXB7
NFYC	LPIN1	NFYC_LPIN1
NFYC	SOX18	NFYC_SOX18
NFYC	SOX3	NFYC_SOX3
NHLH2	ASCL1	NHLH2_ASCL1
NHLH2	HES1	NHLH2_HES1
NHLH2	MAOA	NHLH2_MAOA
NKX2-1	LMO3	NKX2-1_LMO3
NKX2-1	RET	NKX2-1_RET
NKX2-1	SFTPA1	NKX2-1_SFTPA1
NKX2-1	SFTPB	NKX2-1_SFTPB
NKX2-1	SP1	NKX2-1_SP1
NKX2-1	STK11	NKX2-1_STK11
NKX2-2	NPPA	NKX2-2_NPPA
NKX2-3	EGR1	NKX2-3_EGR1
NKX2-5	CTNNB1	NKX2-5_CTNNB1
NKX2-5	DACT1	NKX2-5_DACT1
NKX2-5	DACT2	NKX2-5_DACT2
NKX2-5	DACT3	NKX2-5_DACT3
NKX2-5	GATA4	NKX2-5_GATA4
NKX2-5	LYL1	NKX2-5_LYL1
NKX2-5	MEF2C	NKX2-5_MEF2C
NKX2-5	NPPB	NKX2-5_NPPB
NKX2-5	TBX5	NKX2-5_TBX5
NKX3-1	ACTG2	NKX3-1_ACTG2
NKX3-1	AR	NKX3-1_AR
NKX3-1	CCND1	NKX3-1_CCND1
NKX3-1	ESR1	NKX3-1_ESR1
NKX3-1	FOS	NKX3-1_FOS
NKX3-1	IGF1R	NKX3-1_IGF1R
NKX3-1	KLK3	NKX3-1_KLK3
NKX3-1	SIX6	NKX3-1_SIX6
NKX3-1	TMPRSS2	NKX3-1_TMPRSS2
NKX3-1	VEGFA	NKX3-1_VEGFA
NONO	MIA	NONO_MIA
NOTCH3	APOD	NOTCH3_APOD
NOTCH3	ASPH	NOTCH3_ASPH
NOTCH3	HES1	NOTCH3_HES1
NPAS2	CRY1	NPAS2_CRY1
NPAS2	CRY2	NPAS2_CRY2
NPAS2	PER1	NPAS2_PER1
NPAS2	PER2	NPAS2_PER2
NPAS3	VGF	NPAS3_VGF
NPM1	ATF5	NPM1_ATF5
NPM1	BRD4	NPM1_BRD4
NPM1	CCND1	NPM1_CCND1
NPM1	CDKN1A	NPM1_CDKN1A
NPM1	DNMT1	NPM1_DNMT1
NPM1	ELF4	NPM1_ELF4
NPM1	MDM2	NPM1_MDM2
NPM1	PTPN6	NPM1_PTPN6
NPM1	RPL3	NPM1_RPL3
NPM1	TAF1A	NPM1_TAF1A
NPM1	USP7	NPM1_USP7
NR0B1	AMH	NR0B1_AMH
NR0B1	CAMP	NR0B1_CAMP
NR0B1	CYP17A1	NR0B1_CYP17A1
NR0B1	CYP19A1	NR0B1_CYP19A1
NR0B1	ESRRG	NR0B1_ESRRG
NR0B1	NOS1	NR0B1_NOS1
NR0B1	NR1H4	NR0B1_NR1H4
NR0B1	NR5A1	NR0B1_NR5A1
NR0B1	PBX1	NR0B1_PBX1
NR0B1	STAR	NR0B1_STAR
NR0B2	APOC3	NR0B2_APOC3
NR0B2	CYP27A1	NR0B2_CYP27A1
NR0B2	CYP7A1	NR0B2_CYP7A1
NR0B2	CYP8B1	NR0B2_CYP8B1
NR0B2	E2F1	NR0B2_E2F1
NR0B2	G6PC	NR0B2_G6PC
NR0B2	PCK2	NR0B2_PCK2
NR0B2	PTGS2	NR0B2_PTGS2
NR1D1	ARNTL	NR1D1_ARNTL
NR1H2	ABCA1	NR1H2_ABCA1
NR1H2	ABCG1	NR1H2_ABCG1
NR1H2	ABCG4	NR1H2_ABCG4
NR1H3	ABCA1	NR1H3_ABCA1
NR1H3	ABCG1	NR1H3_ABCG1
NR1H3	ABCG4	NR1H3_ABCG4
NR1H3	BHLHE40	NR1H3_BHLHE40
NR1H3	CETP	NR1H3_CETP
NR1H4	ABCB11	NR1H4_ABCB11
NR1H4	ABCB4	NR1H4_ABCB4
NR1H4	ABCC4	NR1H4_ABCC4
NR1H4	CYP7A1	NR1H4_CYP7A1
NR1H4	DCN	NR1H4_DCN
NR1H4	EDN1	NR1H4_EDN1
NR1H4	FABP6	NR1H4_FABP6
NR1H4	HSD3B2	NR1H4_HSD3B2
NR1H4	INS	NR1H4_INS
NR1H4	KLF11	NR1H4_KLF11
NR1H4	KRT13	NR1H4_KRT13
NR1H4	NFKB1	NR1H4_NFKB1
NR1H4	NR1I2	NR1H4_NR1I2
NR1H4	PLTP	NR1H4_PLTP
NR1H4	RELA	NR1H4_RELA
NR1H4	SCARB1	NR1H4_SCARB1
NR1H4	SLCO1B3	NR1H4_SLCO1B3
NR1H4	STK11	NR1H4_STK11
NR1H4	UGT2B4	NR1H4_UGT2B4
NR1H4	VEGFA	NR1H4_VEGFA
NR1I2	ABCB1	NR1I2_ABCB1
NR1I2	BCL2	NR1I2_BCL2
NR1I2	BCL2L1	NR1I2_BCL2L1
NR1I2	CCL2	NR1I2_CCL2
NR1I2	CORO1C	NR1I2_CORO1C
NR1I2	CYP2B6	NR1I2_CYP2B6
NR1I2	CYP2C8	NR1I2_CYP2C8
NR1I2	CYP2C9	NR1I2_CYP2C9
NR1I2	CYP3A4	NR1I2_CYP3A4
NR1I2	CYP4F12	NR1I2_CYP4F12
NR1I2	FGF19	NR1I2_FGF19
NR1I2	FOSL1	NR1I2_FOSL1
NR1I2	HP	NR1I2_HP
NR1I2	IL10	NR1I2_IL10
NR1I2	KLF6	NR1I2_KLF6
NR1I2	NFKB1	NR1I2_NFKB1
NR1I2	NOD1	NR1I2_NOD1
NR1I2	NOD2	NR1I2_NOD2
NR1I2	PTAFR	NR1I2_PTAFR
NR1I2	RAB3A	NR1I2_RAB3A
NR1I2	RELA	NR1I2_RELA
NR1I2	RXRA	NR1I2_RXRA
NR1I2	THBS1	NR1I2_THBS1
NR1I2	THRSP	NR1I2_THRSP
NR1I2	TNFRSF12A	NR1I2_TNFRSF12A
NR1I2	UGT1A1	NR1I2_UGT1A1
NR1I3	CYP2B6	NR1I3_CYP2B6
NR1I3	CYP2C9	NR1I3_CYP2C9
NR1I3	UGT1A1	NR1I3_UGT1A1
NR2C2	LHCGR	NR2C2_LHCGR
NR2C2	OXT	NR2C2_OXT
NR2E3	ESR1	NR2E3_ESR1
NR2E3	RHO	NR2E3_RHO
NR2F1	APOA2	NR2F1_APOA2
NR2F1	APOB	NR2F1_APOB
NR2F1	APOC3	NR2F1_APOC3
NR2F1	CYP17A1	NR2F1_CYP17A1
NR2F1	CYP19A1	NR2F1_CYP19A1
NR2F1	DR1	NR2F1_DR1
NR2F1	LHCGR	NR2F1_LHCGR
NR2F1	MTTP	NR2F1_MTTP
NR2F1	SERPINC1	NR2F1_SERPINC1
NR2F2	E2F1	NR2F2_E2F1
NR2F2	HEY1	NR2F2_HEY1
NR2F2	HEY2	NR2F2_HEY2
NR2F2	NTS	NR2F2_NTS
NR2F2	POU5F1	NR2F2_POU5F1
NR2F2	PPARA	NR2F2_PPARA
NR2F2	TFAP2A	NR2F2_TFAP2A
NR2F6	APOA2	NR2F6_APOA2
NR2F6	APOB	NR2F6_APOB
NR2F6	APOC3	NR2F6_APOC3
NR2F6	CYP19A1	NR2F6_CYP19A1
NR2F6	LHCGR	NR2F6_LHCGR
NR3C1	ATF2	NR3C1_ATF2
NR3C1	ATP1B1	NR3C1_ATP1B1
NR3C1	BAD	NR3C1_BAD
NR3C1	BAX	NR3C1_BAX
NR3C1	BGLAP	NR3C1_BGLAP
NR3C1	BRCA1	NR3C1_BRCA1
NR3C1	CALD1	NR3C1_CALD1
NR3C1	CCND1	NR3C1_CCND1
NR3C1	CCND3	NR3C1_CCND3
NR3C1	CDK4	NR3C1_CDK4
NR3C1	CDK6	NR3C1_CDK6
NR3C1	CDKN1A	NR3C1_CDKN1A
NR3C1	COX1	NR3C1_COX1
NR3C1	CSF1R	NR3C1_CSF1R
NR3C1	CYP19A1	NR3C1_CYP19A1
NR3C1	ELK1	NR3C1_ELK1
NR3C1	ETS1	NR3C1_ETS1
NR3C1	HRH1	NR3C1_HRH1
NR3C1	HSD11B2	NR3C1_HSD11B2
NR3C1	MAOA	NR3C1_MAOA
NR3C1	MUC4	NR3C1_MUC4
NR3C1	NFKB1	NR3C1_NFKB1
NR3C1	NR1I2	NR3C1_NR1I2
NR3C1	NR3C1	NR3C1_NR3C1
NR3C1	PNRC1	NR3C1_PNRC1
NR3C1	PPIG	NR3C1_PPIG
NR3C1	RLN1	NR3C1_RLN1
NR3C1	RLN2	NR3C1_RLN2
NR3C1	RPS6KA3	NR3C1_RPS6KA3
NR3C1	S100P	NR3C1_S100P
NR3C1	SCNN1A	NR3C1_SCNN1A
NR3C1	SLC10A2	NR3C1_SLC10A2
NR3C1	SPP1	NR3C1_SPP1
NR3C1	SRF	NR3C1_SRF
NR3C1	STAT1	NR3C1_STAT1
NR3C1	TAT	NR3C1_TAT
NR3C1	TP53	NR3C1_TP53
NR3C1	UGT1A1	NR3C1_UGT1A1
NR3C2	ATP1B1	NR3C2_ATP1B1
NR3C2	CABIN1	NR3C2_CABIN1
NR3C2	CCR5	NR3C2_CCR5
NR3C2	CCR6	NR3C2_CCR6
NR3C2	CD40	NR3C2_CD40
NR3C2	EGFR	NR3C2_EGFR
NR3C2	LCN2	NR3C2_LCN2
NR4A1	BABAM2	NR4A1_BABAM2
NR4A1	CCNA2	NR4A1_CCNA2
NR4A1	CDKN1B	NR4A1_CDKN1B
NR4A1	CYP11A1	NR4A1_CYP11A1
NR4A1	CYP17A1	NR4A1_CYP17A1
NR4A1	E2F1	NR4A1_E2F1
NR4A1	FASLG	NR4A1_FASLG
NR4A1	HSD3B2	NR4A1_HSD3B2
NR4A1	MDM2	NR4A1_MDM2
NR4A1	MMP2	NR4A1_MMP2
NR4A1	RNF7	NR4A1_RNF7
NR4A1	SERPINE1	NR4A1_SERPINE1
NR4A1	STAR	NR4A1_STAR
NR4A1	TIMP2	NR4A1_TIMP2
NR4A1	TNF	NR4A1_TNF
NR4A2	APOM	NR4A2_APOM
NR4A2	CRH	NR4A2_CRH
NR4A2	CXCL8	NR4A2_CXCL8
NR4A2	MMP1	NR4A2_MMP1
NR4A2	SLC6A3	NR4A2_SLC6A3
NR4A3	PPARG	NR4A3_PPARG
NR5A1	AMH	NR5A1_AMH
NR5A1	CITED2	NR5A1_CITED2
NR5A1	CYP11A1	NR5A1_CYP11A1
NR5A1	CYP11B1	NR5A1_CYP11B1
NR5A1	CYP11B2	NR5A1_CYP11B2
NR5A1	CYP17A1	NR5A1_CYP17A1
NR5A1	CYP19A1	NR5A1_CYP19A1
NR5A1	CYP2B6	NR5A1_CYP2B6
NR5A1	FSHR	NR5A1_FSHR
NR5A1	HSD3B1	NR5A1_HSD3B1
NR5A1	HSD3B2	NR5A1_HSD3B2
NR5A1	INSL3	NR5A1_INSL3
NR5A1	LHB	NR5A1_LHB
NR5A1	MC2R	NR5A1_MC2R
NR5A1	NOV	NR5A1_NOV
NR5A1	NR0B1	NR5A1_NR0B1
NR5A1	PBX1	NR5A1_PBX1
NR5A1	PNRC1	NR5A1_PNRC1
NR5A1	POU5F1	NR5A1_POU5F1
NR5A1	SRY	NR5A1_SRY
NR5A1	STAR	NR5A1_STAR
NR5A1	STARD7	NR5A1_STARD7
NR5A2	ABCB11	NR5A2_ABCB11
NR5A2	ABCG5	NR5A2_ABCG5
NR5A2	ABCG8	NR5A2_ABCG8
NR5A2	CCNE1	NR5A2_CCNE1
NR5A2	CETP	NR5A2_CETP
NR5A2	CYP11A1	NR5A2_CYP11A1
NR5A2	CYP11B1	NR5A2_CYP11B1
NR5A2	CYP19A1	NR5A2_CYP19A1
NR5A2	HSD3B2	NR5A2_HSD3B2
NR5A2	NR5A2	NR5A2_NR5A2
NR5A2	SLC10A2	NR5A2_SLC10A2
NR5A2	STAR	NR5A2_STAR
NRF1	CAPNS1	NRF1_CAPNS1
NRF1	COX6A1	NRF1_COX6A1
NRF1	CXCR4	NRF1_CXCR4
NRF1	FMR1	NRF1_FMR1
NRF1	FXR2	NRF1_FXR2
NRF1	GALNT3	NRF1_GALNT3
NRF1	IDE	NRF1_IDE
NRF1	NQO1	NRF1_NQO1
NRF1	PRDX3	NRF1_PRDX3
NRF1	PRDX5	NRF1_PRDX5
NRF1	SDHB	NRF1_SDHB
NRF1	SLC46A1	NRF1_SLC46A1
NRF1	SNRPN	NRF1_SNRPN
NRF1	SPAST	NRF1_SPAST
NRF1	TOMM34	NRF1_TOMM34
NRIP1	SLC7A1	NRIP1_SLC7A1
NRL	NR2E3	NRL_NR2E3
NRL	PDE6B	NRL_PDE6B
NRL	RBP3	NRL_RBP3
NRL	RHO	NRL_RHO
NUPR1	BCL2L1	NUPR1_BCL2L1
NUPR1	CDKN1A	NUPR1_CDKN1A
NUPR1	EP300	NUPR1_EP300
NUPR1	MSL1	NUPR1_MSL1
NUPR1	TP53	NUPR1_TP53
OLIG2	LGR5	OLIG2_LGR5
ONECUT1	MITF	ONECUT1_MITF
ONECUT1	PROC	ONECUT1_PROC
ONECUT2	MITF	ONECUT2_MITF
ONECUT2	SYTL4	ONECUT2_SYTL4
OTX1	BEST1	OTX1_BEST1
OTX2	AURKA	OTX2_AURKA
OTX2	BEST1	OTX2_BEST1
OTX2	CCNG2	OTX2_CCNG2
OTX2	CDC25C	OTX2_CDC25C
OTX2	DCT	OTX2_DCT
OTX2	HESX1	OTX2_HESX1
OTX2	IGF1	OTX2_IGF1
OTX2	IL6	OTX2_IL6
OTX2	PAX6	OTX2_PAX6
OTX2	POU1F1	OTX2_POU1F1
OTX2	RBP3	OTX2_RBP3
OTX2	TYR	OTX2_TYR
PA2G4	AGR2	PA2G4_AGR2
PA2G4	AR	PA2G4_AR
PA2G4	E2F1	PA2G4_E2F1
PA2G4	KLK3	PA2G4_KLK3
PARP1	BCL2	PARP1_BCL2
PARP1	BRCA2	PARP1_BRCA2
PARP1	CDH1	PARP1_CDH1
PARP1	CDKN1A	PARP1_CDKN1A
PARP1	CXCL1	PARP1_CXCL1
PARP1	DNAAF4	PARP1_DNAAF4
PARP1	E2F1	PARP1_E2F1
PARP1	FBN1	PARP1_FBN1
PARP1	FN1	PARP1_FN1
PARP1	FOXO1	PARP1_FOXO1
PARP1	HFE	PARP1_HFE
PARP1	HTR1A	PARP1_HTR1A
PARP1	IFNAR1	PARP1_IFNAR1
PARP1	IFNG	PARP1_IFNG
PARP1	IL10	PARP1_IL10
PARP1	JUN	PARP1_JUN
PARP1	NFKB1	PARP1_NFKB1
PARP1	RELA	PARP1_RELA
PARP1	SERPINE1	PARP1_SERPINE1
PARP1	SERPINF1	PARP1_SERPINF1
PARP1	SH3BP2	PARP1_SH3BP2
PARP1	SMARCB1	PARP1_SMARCB1
PARP1	SNAI1	PARP1_SNAI1
PARP1	THBD	PARP1_THBD
PARP1	VIM	PARP1_VIM
PAWR	BCL2	PAWR_BCL2
PAWR	NOV	PAWR_NOV
PAX1	PDGFRA	PAX1_PDGFRA
PAX2	ADAM10	PAX2_ADAM10
PAX2	ERBB2	PAX2_ERBB2
PAX2	L1CAM	PAX2_L1CAM
PAX2	NCAM1	PAX2_NCAM1
PAX2	TP53	PAX2_TP53
PAX2	WT1	PAX2_WT1
PAX3	BCL2L1	PAX3_BCL2L1
PAX3	CXCR4	PAX3_CXCR4
PAX3	DPYSL2	PAX3_DPYSL2
PAX3	MET	PAX3_MET
PAX3	MITF	PAX3_MITF
PAX3	SHH	PAX3_SHH
PAX4	GCG	PAX4_GCG
PAX4	INS	PAX4_INS
PAX4	ISL1	PAX4_ISL1
PAX5	BAX	PAX5_BAX
PAX5	BCL2	PAX5_BCL2
PAX5	BLK	PAX5_BLK
PAX5	CCND1	PAX5_CCND1
PAX5	CD19	PAX5_CD19
PAX5	CD79A	PAX5_CD79A
PAX5	CDKN1A	PAX5_CDKN1A
PAX5	FCER2	PAX5_FCER2
PAX5	FHL2	PAX5_FHL2
PAX5	LEF1	PAX5_LEF1
PAX5	MET	PAX5_MET
PAX5	MMP1	PAX5_MMP1
PAX5	MYCN	PAX5_MYCN
PAX5	PRDM1	PAX5_PRDM1
PAX5	PRKCE	PAX5_PRKCE
PAX5	RAG2	PAX5_RAG2
PAX5	RB1	PAX5_RB1
PAX5	TERT	PAX5_TERT
PAX5	TIMP1	PAX5_TIMP1
PAX5	TP53	PAX5_TP53
PAX5	XBP1	PAX5_XBP1
PAX6	FABP7	PAX6_FABP7
PAX6	GCG	PAX6_GCG
PAX6	ITGA5	PAX6_ITGA5
PAX6	ITGB1	PAX6_ITGB1
PAX6	KRT12	PAX6_KRT12
PAX6	MET	PAX6_MET
PAX6	MMP2	PAX6_MMP2
PAX6	PCSK1	PAX6_PCSK1
PAX6	PDHX	PAX6_PDHX
PAX6	PROX1	PAX6_PROX1
PAX6	SIX3	PAX6_SIX3
PAX8	E2F1	PAX8_E2F1
PAX8	NCAM1	PAX8_NCAM1
PAX8	SLC3A1	PAX8_SLC3A1
PAX8	SLC5A5	PAX8_SLC5A5
PAX8	TG	PAX8_TG
PAX8	TP53	PAX8_TP53
PAX8	TSHR	PAX8_TSHR
PAX8	WT1	PAX8_WT1
PBX1	HOXB1	PBX1_HOXB1
PBX1	NANOG	PBX1_NANOG
PBX1	PF4	PBX1_PF4
PBX1	SOX3	PBX1_SOX3
PBX1	VCP	PBX1_VCP
PBX2	EMX2	PBX2_EMX2
PBX2	FMO3	PBX2_FMO3
PBX2	MEIS1	PBX2_MEIS1
PBX2	PF4	PBX2_PF4
PBX2	UGT2B17	PBX2_UGT2B17
PBX2	VCP	PBX2_VCP
PCBD1	FXYD2	PCBD1_FXYD2
PCGF2	HOXA7	PCGF2_HOXA7
PCGF2	ZEB1	PCGF2_ZEB1
PCGF2	ZEB2	PCGF2_ZEB2
PDCD11	FASLG	PDCD11_FASLG
PDX1	GCK	PDX1_GCK
PDX1	INS	PDX1_INS
PER1	BAX	PER1_BAX
PER1	BCL2	PER1_BCL2
PER1	SLC5A1	PER1_SLC5A1
PER2	SNAI2	PER2_SNAI2
PER2	TWIST1	PER2_TWIST1
PGR	ABCG2	PGR_ABCG2
PGR	ATP1B1	PGR_ATP1B1
PGR	BCL2	PGR_BCL2
PGR	CCND1	PGR_CCND1
PGR	CYP19A1	PGR_CYP19A1
PGR	DUSP1	PGR_DUSP1
PGR	E2F1	PGR_E2F1
PGR	EGFR	PGR_EGFR
PGR	ERBB2	PGR_ERBB2
PGR	ESR1	PGR_ESR1
PGR	FOXP3	PGR_FOXP3
PGR	HLTF	PGR_HLTF
PGR	IGFBP1	PGR_IGFBP1
PGR	IL10	PGR_IL10
PGR	IRS2	PGR_IRS2
PGR	KLK3	PGR_KLK3
PGR	KLK4	PGR_KLK4
PGR	MYC	PGR_MYC
PGR	PLD1	PGR_PLD1
PGR	PTGS2	PGR_PTGS2
PGR	RELA	PGR_RELA
PGR	RLN1	PGR_RLN1
PGR	RLN2	PGR_RLN2
PGR	VEGFA	PGR_VEGFA
PGR	YWHAQ	PGR_YWHAQ
PHB2	ARNT	PHB2_ARNT
PHB2	BTG2	PHB2_BTG2
PHF10	CASP3	PHF10_CASP3
PHF8	CDC20	PHF8_CDC20
PHOX2A	DBH	PHOX2A_DBH
PHOX2A	TLX2	PHOX2A_TLX2
PHOX2B	ALK	PHOX2B_ALK
PHOX2B	DBH	PHOX2B_DBH
PHOX2B	MSX1	PHOX2B_MSX1
PHOX2B	PHOX2A	PHOX2B_PHOX2A
PHOX2B	TLX2	PHOX2B_TLX2
PIAS1	CYP17A1	PIAS1_CYP17A1
PIAS1	FABP2	PIAS1_FABP2
PIAS1	MUC1	PIAS1_MUC1
PIAS1	PRMT1	PIAS1_PRMT1
PIAS1	SI	PIAS1_SI
PIAS1	STAT1	PIAS1_STAT1
PIAS2	AR	PIAS2_AR
PIAS2	LRRN3	PIAS2_LRRN3
PIAS2	MUC1	PIAS2_MUC1
PIAS2	MYCN	PIAS2_MYCN
PIAS3	ATF1	PIAS3_ATF1
PIAS3	ESR1	PIAS3_ESR1
PIAS3	MUC1	PIAS3_MUC1
PIAS3	STAT3	PIAS3_STAT3
PIAS4	MUC1	PIAS4_MUC1
PIAS4	VDR	PIAS4_VDR
PIR	NFKB1	PIR_NFKB1
PITX1	DUX4	PITX1_DUX4
PITX1	FSHB	PITX1_FSHB
PITX1	GNRH1	PITX1_GNRH1
PITX1	HES1	PITX1_HES1
PITX1	IFNA1	PITX1_IFNA1
PITX1	IRF2	PITX1_IRF2
PITX1	IRF7	PITX1_IRF7
PITX1	JUN	PITX1_JUN
PITX1	LHB	PITX1_LHB
PITX1	NKX3-1	PITX1_NKX3-1
PITX1	PRL	PITX1_PRL
PITX1	RUNX1	PITX1_RUNX1
PITX1	RUNX2	PITX1_RUNX2
PITX1	TBX4	PITX1_TBX4
PITX1	TERT	PITX1_TERT
PITX1	TRIB2	PITX1_TRIB2
PITX2	ABCB1	PITX2_ABCB1
PITX2	FGF16	PITX2_FGF16
PITX2	FSHB	PITX2_FSHB
PITX2	GNRH1	PITX2_GNRH1
PITX2	LEF1	PITX2_LEF1
PITX2	LHX6	PITX2_LHX6
PITX2	PLOD1	PITX2_PLOD1
PITX2	PRL	PITX2_PRL
PITX2	SLC13A3	PITX2_SLC13A3
PITX2	WNT2	PITX2_WNT2
PITX2	WNT5A	PITX2_WNT5A
PITX3	MIP	PITX3_MIP
PITX3	TH	PITX3_TH
PKNOX1	MEIS1	PKNOX1_MEIS1
PKNOX1	PF4	PKNOX1_PF4
PKNOX1	PTPN6	PKNOX1_PTPN6
PKNOX1	SYP	PKNOX1_SYP
PLAG1	ABCC6	PLAG1_ABCC6
PLAG1	CRLF1	PLAG1_CRLF1
PLAG1	IGF2	PLAG1_IGF2
PLAG1	XRCC1	PLAG1_XRCC1
PLAGL1	ABCC6	PLAGL1_ABCC6
PLAGL1	SDHB	PLAGL1_SDHB
PLAGL2	IGF2	PLAGL2_IGF2
PLAGL2	METAP2	PLAGL2_METAP2
PLAGL2	NCF2	PLAGL2_NCF2
PLAGL2	SFTPC	PLAGL2_SFTPC
PML	BAX	PML_BAX
PML	CASP3	PML_CASP3
PML	CCND1	PML_CCND1
PML	CCNT1	PML_CCNT1
PML	CDKN1A	PML_CDKN1A
PML	EAF2	PML_EAF2
PML	EGFR	PML_EGFR
PML	EP300	PML_EP300
PML	FLT3	PML_FLT3
PML	GRIP1	PML_GRIP1
PML	HCK	PML_HCK
PML	HIPK2	PML_HIPK2
PML	IFNB1	PML_IFNB1
PML	NR4A1	PML_NR4A1
PML	PML	PML_PML
PML	TNFAIP3	PML_TNFAIP3
PML	TNFSF10	PML_TNFSF10
PML	TP53	PML_TP53
PML	UBA7	PML_UBA7
POLR1A	E2F1	POLR1A_E2F1
POU1F1	BDKRB1	POU1F1_BDKRB1
POU1F1	CGA	POU1F1_CGA
POU1F1	GH1	POU1F1_GH1
POU1F1	GH2	POU1F1_GH2
POU1F1	GHR	POU1F1_GHR
POU1F1	INSM1	POU1F1_INSM1
POU1F1	POU1F1	POU1F1_POU1F1
POU1F1	PRL	POU1F1_PRL
POU1F1	REN	POU1F1_REN
POU1F1	TSHB	POU1F1_TSHB
POU1F1	VDR	POU1F1_VDR
POU2AF1	ID2	POU2AF1_ID2
POU2AF1	IGH	POU2AF1_IGH
POU2AF1	SPIB	POU2AF1_SPIB
POU2AF1	TK1	POU2AF1_TK1
POU2AF1	TNFRSF17	POU2AF1_TNFRSF17
POU2F1	AR	POU2F1_AR
POU2F1	BDKRB1	POU2F1_BDKRB1
POU2F1	CAPN6	POU2F1_CAPN6
POU2F1	CCND1	POU2F1_CCND1
POU2F1	CDX2	POU2F1_CDX2
POU2F1	GADD45A	POU2F1_GADD45A
POU2F1	GATA1	POU2F1_GATA1
POU2F1	GCM1	POU2F1_GCM1
POU2F1	GFI1B	POU2F1_GFI1B
POU2F1	GNRH1	POU2F1_GNRH1
POU2F1	HBG1	POU2F1_HBG1
POU2F1	HIST2H2BE	POU2F1_HIST2H2BE
POU2F1	HPGDS	POU2F1_HPGDS
POU2F1	ID1	POU2F1_ID1
POU2F1	IL2	POU2F1_IL2
POU2F1	IL2RA	POU2F1_IL2RA
POU2F1	IL4	POU2F1_IL4
POU2F1	IL5	POU2F1_IL5
POU2F1	LCT	POU2F1_LCT
POU2F1	LGALS4	POU2F1_LGALS4
POU2F1	MAD2L1	POU2F1_MAD2L1
POU2F1	PLAU	POU2F1_PLAU
POU2F1	POU2AF1	POU2F1_POU2AF1
POU2F1	PTGIR	POU2F1_PTGIR
POU2F1	RPTOR	POU2F1_RPTOR
POU2F1	RRM2B	POU2F1_RRM2B
POU2F1	SDC4	POU2F1_SDC4
